Generation,evals,avg,std,min,max,best_one,fitness_best_one
0,400,[  7.6325     667.34983786],[ 0.50738915 44.77465293],[  7.         539.85142551],[  9.         795.27205523],"[11, 23, 8, 2, 21, 16, 18, 19, 13, 25, 22, 15, 12, 24, 5, 7, 10, 6, 9, 1, 4, 3, 20, 17, 14]","(7.0, 539.8514255093959)"
1,342,[  7.3975     623.16982495],[ 0.48938099 25.9983688 ],[  7.         539.85142551],[  8.         659.38739722],"[11, 23, 8, 2, 21, 16, 18, 19, 13, 25, 22, 15, 12, 24, 5, 7, 10, 6, 9, 1, 4, 3, 20, 17, 14]","(7.0, 539.8514255093959)"
2,354,[  7.325      597.13703483],[ 0.46837485 21.04109726],[  7.         539.85142551],[  8.         624.70634525],"[11, 23, 8, 2, 21, 16, 18, 19, 13, 25, 22, 15, 12, 24, 5, 7, 10, 6, 9, 1, 4, 3, 20, 17, 14]","(7.0, 539.8514255093959)"
3,358,[  7.17       577.18921031],[ 0.3756328  16.80915428],[  7.        533.1101796],[  8.         601.06904984],"[11, 23, 8, 2, 19, 16, 18, 21, 13, 25, 22, 15, 12, 24, 5, 7, 10, 6, 9, 1, 4, 3, 20, 17, 14]","(7.0, 533.1101796043968)"
4,338,[  7.1775     560.51834906],[ 0.38209128 13.5672822 ],[  7.        533.1101796],[  8.         577.24812822],"[11, 23, 8, 2, 19, 16, 18, 21, 13, 25, 22, 15, 12, 24, 5, 7, 10, 6, 9, 1, 4, 3, 20, 17, 14]","(7.0, 533.1101796043968)"
5,334,[  7.045     546.6661436],[0.20730412 9.69144185],[  7.         486.42060592],[  8.         563.50132218],"[20, 24, 12, 6, 3, 21, 23, 25, 11, 15, 1, 18, 19, 16, 5, 7, 2, 4, 9, 17, 14, 13, 10, 8, 22]","(7.0, 486.4206059241234)"
6,348,[  7.0025     538.65377209],[0.04993746 4.69575445],[  7.         486.42060592],[  8.         541.28534496],"[20, 24, 12, 6, 3, 21, 23, 25, 11, 15, 1, 18, 19, 16, 5, 7, 2, 4, 9, 17, 14, 13, 10, 8, 22]","(7.0, 486.4206059241234)"
7,342,[  7.01       535.76347761],[0.09949874 7.1763968 ],[  7.         486.42060592],[  8.         539.85142551],"[20, 24, 12, 6, 3, 21, 23, 25, 11, 15, 1, 18, 19, 16, 5, 7, 2, 4, 9, 17, 14, 13, 10, 8, 22]","(7.0, 486.4206059241234)"
8,342,[  7.015      530.13129582],[0.12155246 9.06116307],[  7.         486.42060592],[  8.         538.13691167],"[20, 24, 12, 6, 3, 21, 23, 25, 11, 15, 1, 18, 19, 16, 5, 7, 2, 4, 9, 17, 14, 13, 10, 8, 22]","(7.0, 486.4206059241234)"
9,334,[  7.0325    523.2716186],[ 0.17732386 10.70744183],[  7.         479.99864862],[  8.        533.1101796],"[20, 24, 17, 18, 3, 21, 23, 25, 11, 15, 1, 7, 19, 16, 5, 6, 2, 4, 9, 12, 14, 13, 10, 8, 22]","(7.0, 479.99864861925084)"
10,330,[  7.0175    514.2489704],[ 0.13112494 11.0611905 ],[  7.         479.99864862],[  8.         524.58222674],"[20, 24, 17, 18, 3, 21, 23, 25, 11, 15, 1, 7, 19, 16, 5, 6, 2, 4, 9, 12, 14, 13, 10, 8, 22]","(7.0, 479.99864861925084)"
11,332,[  7.03       504.44227972],[ 0.17058722 11.07127917],[  7.         479.99864862],[  8.         519.06558627],"[20, 24, 17, 18, 3, 21, 23, 25, 11, 15, 1, 7, 19, 16, 5, 6, 2, 4, 9, 12, 14, 13, 10, 8, 22]","(7.0, 479.99864861925084)"
12,336,[  7.01       494.23508244],[0.09949874 9.26324185],[  7.         462.86177968],[  8.         509.53196058],"[20, 24, 11, 6, 3, 21, 23, 25, 12, 15, 1, 18, 19, 16, 5, 7, 2, 4, 9, 17, 14, 13, 10, 8, 22]","(7.0, 462.8617796773042)"
13,354,[  7.0075    486.4467525],[0.08627717 3.61082391],[  7.         462.86177968],[  8.         491.06094343],"[20, 24, 11, 6, 3, 21, 23, 25, 12, 15, 1, 18, 19, 16, 5, 7, 2, 4, 9, 17, 14, 13, 10, 8, 22]","(7.0, 462.8617796773042)"
14,320,[  7.         484.43426489],[0.         4.25451068],[  7.         462.86177968],[  7.         486.42060592],"[20, 24, 11, 6, 3, 21, 23, 25, 12, 15, 1, 18, 19, 16, 5, 7, 2, 4, 9, 17, 14, 13, 10, 8, 22]","(7.0, 462.8617796773042)"
15,350,[  7.        481.9699113],[0.         5.54935456],[  7.        459.4400177],[  7.         486.42060592],"[20, 24, 9, 6, 3, 21, 23, 25, 1, 15, 12, 18, 19, 16, 5, 7, 2, 4, 11, 17, 14, 13, 10, 8, 22]","(7.0, 459.44001769635156)"
16,348,[  7.         477.74157358],[0.         5.50207229],[  7.         459.35638715],[  7.         482.67173501],"[20, 24, 11, 6, 3, 21, 23, 25, 15, 12, 1, 18, 19, 16, 5, 7, 2, 4, 9, 17, 14, 13, 10, 8, 22]","(7.0, 459.35638715171376)"
17,340,[  7.         474.07116493],[0.         7.00779941],[  7.         447.86223825],[  7.         479.99864862],"[20, 24, 11, 6, 3, 21, 23, 25, 17, 15, 1, 18, 19, 16, 5, 7, 2, 4, 9, 12, 14, 13, 10, 8, 22]","(7.0, 447.862238252869)"
18,348,[  7.         468.42794955],[0.         7.02824606],[  7.         447.86223825],[  7.        477.8347124],"[20, 24, 11, 6, 3, 21, 23, 25, 17, 15, 1, 18, 19, 16, 5, 7, 2, 4, 9, 12, 14, 13, 10, 8, 22]","(7.0, 447.862238252869)"
19,344,[  7.         462.02591013],[0.         2.62234901],[  7.         447.86223825],[  7.         463.15686138],"[20, 24, 11, 6, 3, 21, 23, 25, 17, 15, 1, 18, 19, 16, 5, 7, 2, 4, 9, 12, 14, 13, 10, 8, 22]","(7.0, 447.862238252869)"
20,340,[  7.        460.8250687],[0.         3.60789875],[  7.         447.86223825],[  7.         462.86177968],"[20, 24, 11, 6, 3, 21, 23, 25, 17, 15, 1, 18, 19, 16, 5, 7, 2, 4, 9, 12, 14, 13, 10, 8, 22]","(7.0, 447.862238252869)"
21,352,[  7.         458.32719945],[0.         4.40159192],[  7.         447.86223825],[  7.         462.86177968],"[20, 24, 11, 6, 3, 21, 23, 25, 17, 15, 1, 18, 19, 16, 5, 7, 2, 4, 9, 12, 14, 13, 10, 8, 22]","(7.0, 447.862238252869)"
22,338,[  7.         455.12290998],[0.         4.70085035],[  7.         444.54640267],[  7.        459.4400177],"[20, 8, 11, 6, 3, 25, 23, 21, 17, 15, 1, 18, 19, 16, 7, 5, 2, 4, 9, 12, 14, 13, 10, 24, 22]","(7.0, 444.5464026700366)"
23,326,[  7.         450.56758956],[0.         3.40336443],[  7.         441.11417911],[  7.         456.96545173],"[20, 24, 9, 6, 3, 1, 23, 25, 21, 15, 17, 18, 19, 16, 5, 7, 2, 4, 11, 12, 14, 13, 10, 8, 22]","(7.0, 441.1141791054158)"
24,356,[  7.        447.6652796],[0.         1.14184762],[  7.         437.58120406],[  7.         448.15731996],"[20, 24, 22, 6, 3, 21, 23, 25, 17, 15, 1, 18, 19, 16, 5, 7, 2, 4, 9, 12, 14, 13, 10, 8, 11]","(7.0, 437.58120406128114)"
25,348,[  7.         447.24279797],[0.         1.72869708],[  7.         437.58120406],[  7.         447.86223825],"[20, 24, 22, 6, 3, 21, 23, 25, 17, 15, 1, 18, 19, 16, 5, 7, 2, 4, 9, 12, 14, 13, 10, 8, 11]","(7.0, 437.58120406128114)"
26,342,[  7.         446.46456447],[0.         2.39442256],[  7.         435.49062059],[  7.         447.86223825],"[20, 24, 22, 6, 3, 25, 23, 21, 17, 15, 1, 18, 19, 16, 7, 4, 2, 5, 9, 12, 14, 13, 10, 8, 11]","(7.0, 435.4906205896652)"
27,346,[  7.         444.76419325],[0.         2.87944578],[  7.         435.49062059],[  7.         447.86223825],"[20, 24, 22, 6, 3, 25, 23, 21, 17, 15, 1, 18, 19, 16, 7, 4, 2, 5, 9, 12, 14, 13, 10, 8, 11]","(7.0, 435.4906205896652)"
28,340,[  7.       442.478197],[0.         2.86787225],[  7.         431.13998063],[  7.         444.54640267],"[1, 8, 11, 6, 3, 25, 23, 10, 17, 15, 20, 18, 19, 16, 7, 5, 2, 4, 9, 12, 14, 13, 21, 22, 24]","(7.0, 431.1399806306357)"
29,336,[  7.         440.07148537],[0.         3.15991144],[  7.         415.24917814],[  7.         444.16539119],"[10, 8, 11, 6, 3, 25, 23, 21, 17, 15, 1, 18, 19, 16, 7, 5, 2, 4, 9, 12, 14, 13, 20, 22, 24]","(7.0, 415.24917814194487)"
30,330,[  7.         437.45148217],[0.         2.52909488],[  7.         415.24917814],[  7.         441.11417911],"[10, 8, 11, 6, 3, 25, 23, 21, 17, 15, 1, 18, 19, 16, 7, 5, 2, 4, 9, 12, 14, 13, 20, 22, 24]","(7.0, 415.24917814194487)"
31,340,[  7.         436.24325359],[0.        3.3087085],[  7.         415.24917814],[  7.         437.58120406],"[10, 8, 11, 6, 3, 25, 23, 21, 17, 15, 1, 18, 19, 16, 7, 5, 2, 4, 9, 12, 14, 13, 20, 22, 24]","(7.0, 415.24917814194487)"
32,328,[  7.         434.45909094],[0.        4.8825888],[  7.         414.51088092],[  7.         437.58120406],"[10, 8, 11, 6, 3, 23, 25, 21, 17, 15, 1, 18, 19, 16, 7, 5, 2, 4, 9, 12, 14, 13, 20, 22, 24]","(7.0, 414.51088091605936)"
33,336,[  7.         432.02641429],[0.         6.72329409],[  7.         411.87969484],[  7.         435.49062059],"[10, 11, 8, 6, 3, 25, 23, 21, 17, 15, 1, 18, 19, 16, 7, 5, 2, 4, 9, 12, 14, 13, 20, 22, 24]","(7.0, 411.8796948439807)"
34,342,[  7.         427.33232798],[0.         8.47839091],[  7.         411.87969484],[  7.         435.46987169],"[10, 11, 8, 6, 3, 25, 23, 21, 17, 15, 1, 18, 19, 16, 7, 5, 2, 4, 9, 12, 14, 13, 20, 22, 24]","(7.0, 411.8796948439807)"
35,326,[  7.         419.59681396],[0.         7.05904183],[  7.       411.021487],[  7.         431.13998063],"[10, 8, 1, 6, 3, 25, 23, 21, 17, 15, 11, 18, 19, 16, 7, 5, 2, 4, 9, 12, 14, 13, 20, 22, 24]","(7.0, 411.0214869975026)"
36,324,[  7.         414.92799788],[0.         0.86150331],[  7.       411.021487],[  7.         415.24917814],"[10, 8, 1, 6, 3, 25, 23, 21, 17, 15, 11, 18, 19, 16, 7, 5, 2, 4, 9, 12, 14, 13, 20, 22, 24]","(7.0, 411.0214869975026)"
37,336,[  7.         414.49899961],[0.         1.24670269],[  7.         409.88862894],[  7.         415.24917814],"[10, 8, 9, 6, 3, 25, 23, 21, 17, 15, 1, 18, 19, 16, 7, 5, 2, 4, 11, 12, 14, 13, 20, 22, 24]","(7.0, 409.888628944257)"
38,346,[  7.         413.64359727],[0.         1.49570401],[  7.         409.17643477],[  7.         415.24917814],"[10, 8, 11, 6, 3, 23, 25, 21, 17, 15, 5, 18, 19, 16, 7, 1, 2, 4, 9, 12, 14, 13, 20, 22, 24]","(7.0, 409.1764347726655)"
39,346,[  7.         412.42984335],[0.         1.35428275],[  7.         407.77669728],[  7.         414.51088092],"[4, 8, 11, 6, 3, 25, 23, 20, 17, 15, 10, 18, 19, 16, 7, 5, 2, 1, 9, 12, 14, 13, 21, 22, 24]","(7.0, 407.7766972789004)"
40,340,[  7.         411.37892049],[0.         0.86058471],[  7.        406.3777997],[  7.         411.87969484],"[10, 8, 5, 3, 6, 23, 25, 21, 17, 15, 11, 18, 19, 16, 7, 1, 2, 4, 9, 12, 14, 13, 20, 22, 24]","(7.0, 406.3777996962166)"
41,326,[  7.         410.79763626],[0.         1.06818288],[  7.        406.3777997],[  7.         411.87969484],"[10, 8, 5, 3, 6, 23, 25, 21, 17, 15, 11, 18, 19, 16, 7, 1, 2, 4, 9, 12, 14, 13, 20, 22, 24]","(7.0, 406.3777996962166)"
42,328,[  7.         410.02648169],[0.         1.15934193],[  7.        406.3777997],[  7.       411.021487],"[10, 8, 5, 3, 6, 23, 25, 21, 17, 15, 11, 18, 19, 16, 7, 1, 2, 4, 9, 12, 14, 13, 20, 22, 24]","(7.0, 406.3777996962166)"
43,336,[  7.        409.1058028],[0.         1.11057647],[  7.         404.48610313],[  7.         410.35858493],"[10, 8, 5, 3, 7, 23, 25, 21, 17, 15, 11, 18, 19, 16, 6, 1, 2, 4, 9, 12, 14, 13, 20, 22, 24]","(7.0, 404.48610312721087)"
44,332,[  7.         408.17272578],[0.         1.04251326],[  7.         404.48610313],[  7.         409.49402967],"[10, 8, 5, 3, 7, 23, 25, 21, 17, 15, 11, 18, 19, 16, 6, 1, 2, 4, 9, 12, 14, 13, 20, 22, 24]","(7.0, 404.48610312721087)"
45,342,[  7.         407.24285839],[0.        0.6605258],[  7.         404.48610313],[  7.         407.77669728],"[10, 8, 5, 3, 7, 23, 25, 21, 17, 15, 11, 18, 19, 16, 6, 1, 2, 4, 9, 12, 14, 13, 20, 22, 24]","(7.0, 404.48610312721087)"
46,334,[  7.         406.67174163],[0.         0.60131763],[  7.         404.48610313],[  7.         407.71274837],"[10, 8, 5, 3, 7, 23, 25, 21, 17, 15, 11, 18, 19, 16, 6, 1, 2, 4, 9, 12, 14, 13, 20, 22, 24]","(7.0, 404.48610312721087)"
47,336,[  7.        406.2579754],[0.        0.5905171],[  7.         401.48166237],[  7.        406.5452487],"[4, 8, 11, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 5, 2, 1, 9, 12, 14, 13, 21, 22, 20]","(7.0, 401.48166237062645)"
48,322,[  7.         405.91656758],[0.         0.86525412],[  7.        401.4472762],[  7.        406.3777997],"[10, 8, 7, 3, 5, 23, 25, 21, 17, 15, 11, 18, 19, 16, 6, 1, 2, 4, 9, 12, 14, 13, 20, 22, 24]","(7.0, 401.4472762023786)"
49,344,[  7.         405.43723619],[0.         1.03984056],[  7.        401.4472762],[  7.        406.3777997],"[10, 8, 7, 3, 5, 23, 25, 21, 17, 15, 11, 18, 19, 16, 6, 1, 2, 4, 9, 12, 14, 13, 20, 22, 24]","(7.0, 401.4472762023786)"
50,334,[  7.         404.47648129],[0.         0.91678025],[  7.         399.74661362],[  7.         405.61215659],"[10, 8, 6, 3, 5, 23, 25, 21, 17, 15, 11, 18, 19, 16, 7, 1, 2, 4, 9, 12, 14, 13, 20, 22, 24]","(7.0, 399.7466136241379)"
51,354,[  7.        404.0334428],[0.         1.10620774],[  7.         396.12111317],[  7.         404.48610313],"[4, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 5, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 396.1211131729386)"
52,332,[  7.         403.47074171],[0.         1.47013722],[  7.         396.12111317],[  7.         404.48610313],"[4, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 5, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 396.1211131729386)"
53,348,[  7.         402.40255763],[0.         1.63725501],[  7.         395.82603147],[  7.         404.32697196],"[4, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 5, 7, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 395.8260314659477)"
54,340,[  7.         400.91999155],[0.         1.12608255],[  7.         395.82603147],[  7.         402.54343729],"[4, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 5, 7, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 395.8260314659477)"
55,322,[  7.         400.29146351],[0.         1.40624527],[  7.         395.82603147],[  7.        401.4472762],"[4, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 5, 7, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 395.8260314659477)"
56,326,[  7.         399.27146466],[0.         1.53693015],[  7.         395.82603147],[  7.         400.78437414],"[4, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 5, 7, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 395.8260314659477)"
57,352,[  7.         398.34511863],[0.         1.73860464],[  7.         395.82603147],[  7.         399.74661362],"[4, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 5, 7, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 395.8260314659477)"
58,348,[  7.         396.85853631],[0.         1.39771831],[  7.         395.58184587],[  7.         399.74661362],"[6, 8, 9, 4, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 5, 7, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 395.58184586920845)"
59,342,[  7.         396.04125884],[0.         0.21882727],[  7.         392.51004737],[  7.         396.12111317],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
60,350,[  7.         395.96224984],[0.         0.23783763],[  7.         392.51004737],[  7.         396.12111317],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
61,352,[  7.        395.8127712],[0.         0.31153052],[  7.         392.51004737],[  7.         396.12111317],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
62,330,[  7.         395.71724424],[0.         0.47546082],[  7.         392.51004737],[  7.         395.82603147],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
63,306,[  7.         395.55685527],[0.         0.73957618],[  7.         392.51004737],[  7.         395.82603147],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
64,356,[  7.         395.27661876],[0.         0.99523937],[  7.         392.51004737],[  7.         395.82603147],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
65,332,[  7.         394.67705346],[0.         1.27106636],[  7.         392.51004737],[  7.         395.58184587],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
66,326,[  7.         393.69479729],[0.       1.331222],[  7.         392.51004737],[  7.         395.22376583],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
67,336,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
